"month","day","year","genus","species","plot_id","plot_type"
8,20,1977,"Dipodomys","merriami",19,"Long-term Krat Exclosure"
8,20,1977,"Neotoma","albigula",12,"Control"
8,20,1977,"Neotoma","albigula",18,"Short-term Krat Exclosure"
8,20,1977,"Chaetodipus","penicillatus",11,"Control"
8,20,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
8,20,1977,"Dipodomys","spectabilis",10,"Rodent Exclosure"
8,20,1977,"Dipodomys","merriami",11,"Control"
8,20,1977,"Dipodomys","merriami",23,"Rodent Exclosure"
8,20,1977,"Perognathus","flavus",5,"Rodent Exclosure"
8,21,1977,"Dipodomys","merriami",15,"Long-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",21,"Long-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
8,21,1977,"Onychomys","sp.",21,"Long-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",17,"Control"
8,21,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
8,21,1977,"Neotoma","albigula",15,"Long-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",22,"Control"
8,21,1977,"Dipodomys","merriami",17,"Control"
8,21,1977,"Dipodomys","merriami",14,"Control"
8,21,1977,"Dipodomys","merriami",22,"Control"
8,21,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",14,"Control"
8,21,1977,"Dipodomys","merriami",15,"Long-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",14,"Control"
8,21,1977,"Dipodomys","merriami",16,"Rodent Exclosure"
8,21,1977,"Dipodomys","merriami",22,"Control"
8,21,1977,"Dipodomys","merriami",22,"Control"
8,21,1977,"Dipodomys","merriami",15,"Long-term Krat Exclosure"
8,21,1977,"Dipodomys","spectabilis",17,"Control"
8,21,1977,"Dipodomys","merriami",15,"Long-term Krat Exclosure"
8,21,1977,"Perognathus","flavus",13,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",22,"Control"
8,21,1977,"Perognathus","flavus",14,"Control"
8,21,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",16,"Rodent Exclosure"
8,21,1977,"Dipodomys","merriami",17,"Control"
8,21,1977,"Dipodomys","merriami",15,"Long-term Krat Exclosure"
8,21,1977,"Dipodomys","spectabilis",15,"Long-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",14,"Control"
8,21,1977,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",21,"Long-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",14,"Control"
8,21,1977,"Dipodomys","spectabilis",16,"Rodent Exclosure"
8,21,1977,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
8,21,1977,"Dipodomys","merriami",21,"Long-term Krat Exclosure"
9,11,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
9,11,1977,"Dipodomys","merriami",22,"Control"
9,11,1977,"Dipodomys","spectabilis",5,"Rodent Exclosure"
9,11,1977,"Dipodomys","merriami",21,"Long-term Krat Exclosure"
9,11,1977,"Dipodomys","merriami",5,"Rodent Exclosure"
9,11,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
9,11,1977,"Chaetodipus","penicillatus",12,"Control"
9,11,1977,"Dipodomys","merriami",22,"Control"
9,11,1977,"Dipodomys","spectabilis",19,"Long-term Krat Exclosure"
9,11,1977,"Onychomys","sp.",21,"Long-term Krat Exclosure"
9,11,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
9,11,1977,"Dipodomys","merriami",12,"Control"
9,11,1977,"Dipodomys","merriami",5,"Rodent Exclosure"
9,11,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
9,11,1977,"Neotoma","albigula",12,"Control"
9,11,1977,"Perognathus","flavus",22,"Control"
9,11,1977,"Dipodomys","merriami",12,"Control"
9,11,1977,"Dipodomys","merriami",12,"Control"
9,11,1977,"Dipodomys","merriami",19,"Long-term Krat Exclosure"
9,11,1977,"Dipodomys","spectabilis",12,"Control"
9,11,1977,"Onychomys","sp.",5,"Rodent Exclosure"
9,11,1977,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
9,11,1977,"Dipodomys","merriami",12,"Control"
9,11,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
9,11,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
9,11,1977,"Dipodomys","spectabilis",21,"Long-term Krat Exclosure"
9,11,1977,"Dipodomys","merriami",5,"Rodent Exclosure"
9,11,1977,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
9,11,1977,"Onychomys","sp.",12,"Control"
9,11,1977,"Dipodomys","merriami",19,"Long-term Krat Exclosure"
9,12,1977,"Dipodomys","merriami",17,"Control"
9,12,1977,"Dipodomys","spectabilis",14,"Control"
9,12,1977,"Dipodomys","merriami",17,"Control"
9,12,1977,"Dipodomys","merriami",7,"Rodent Exclosure"
9,12,1977,"Dipodomys","spectabilis",17,"Control"
9,12,1977,"Dipodomys","merriami",4,"Control"
9,12,1977,"Peromyscus","eremicus",7,"Rodent Exclosure"
9,12,1977,"Neotoma","albigula",11,"Control"
9,12,1977,"Dipodomys","spectabilis",4,"Control"
9,12,1977,"Perognathus","flavus",7,"Rodent Exclosure"
9,12,1977,"Dipodomys","merriami",14,"Control"
9,12,1977,"Dipodomys","merriami",4,"Control"
9,12,1977,"Dipodomys","merriami",11,"Control"
9,12,1977,"Dipodomys","spectabilis",17,"Control"
9,12,1977,"Dipodomys","spectabilis",10,"Rodent Exclosure"
9,12,1977,"Dipodomys","merriami",17,"Control"
9,12,1977,"Dipodomys","merriami",11,"Control"
9,12,1977,"Dipodomys","merriami",16,"Rodent Exclosure"
9,12,1977,"Dipodomys","spectabilis",16,"Rodent Exclosure"
9,12,1977,"Dipodomys","spectabilis",23,"Rodent Exclosure"
9,12,1977,"Dipodomys","spectabilis",16,"Rodent Exclosure"
9,12,1977,"Dipodomys","merriami",14,"Control"
9,12,1977,"Dipodomys","merriami",17,"Control"
9,12,1977,"Dipodomys","merriami",11,"Control"
9,12,1977,"Dipodomys","spectabilis",4,"Control"
9,12,1977,"Perognathus","flavus",16,"Rodent Exclosure"
9,12,1977,"Dipodomys","merriami",14,"Control"
9,12,1977,"Neotoma","albigula",17,"Control"
9,12,1977,"Dipodomys","merriami",14,"Control"
9,12,1977,"Perognathus","flavus",4,"Control"
9,13,1977,"Chaetodipus","penicillatus",3,"Long-term Krat Exclosure"
9,13,1977,"Perognathus","flavus",1,"Spectab exclosure"
9,13,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
9,13,1977,"Dipodomys","spectabilis",2,"Control"
9,13,1977,"Dipodomys","merriami",3,"Long-term Krat Exclosure"
9,13,1977,"Dipodomys","spectabilis",1,"Spectab exclosure"
9,13,1977,"Dipodomys","spectabilis",8,"Control"
9,13,1977,"Neotoma","albigula",2,"Control"
9,13,1977,"Dipodomys","merriami",15,"Long-term Krat Exclosure"
9,13,1977,"Dipodomys","merriami",2,"Control"
9,13,1977,"Dipodomys","merriami",15,"Long-term Krat Exclosure"
9,13,1977,"Dipodomys","merriami",9,"Spectab exclosure"
9,13,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
9,13,1977,"Dipodomys","merriami",15,"Long-term Krat Exclosure"
9,13,1977,"Dipodomys","spectabilis",15,"Long-term Krat Exclosure"
9,13,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
9,13,1977,"Dipodomys","merriami",2,"Control"
9,13,1977,"Dipodomys","merriami",9,"Spectab exclosure"
9,13,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
9,13,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
9,13,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
9,13,1977,"Peromyscus","eremicus",2,"Control"
9,13,1977,"Dipodomys","spectabilis",1,"Spectab exclosure"
9,13,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
9,13,1977,"Dipodomys","spectabilis",3,"Long-term Krat Exclosure"
9,13,1977,"Onychomys","sp.",2,"Control"
10,16,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",22,"Control"
10,16,1977,"Dipodomys","merriami",2,"Control"
10,16,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","spectabilis",2,"Control"
10,16,1977,"Onychomys","torridus",22,"Control"
10,16,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","spectabilis",18,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",2,"Control"
10,16,1977,"Dipodomys","spectabilis",6,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",2,"Control"
10,16,1977,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",2,"Control"
10,16,1977,"Dipodomys","merriami",22,"Control"
10,16,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
10,16,1977,"Peromyscus","eremicus",20,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",1,"Spectab exclosure"
10,16,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
10,16,1977,"Dipodomys","merriami",9,"Spectab exclosure"
10,16,1977,"Neotoma","albigula",2,"Control"
10,16,1977,"Dipodomys","spectabilis",22,"Control"
10,16,1977,"Dipodomys","merriami",2,"Control"
10,16,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",1,"Spectab exclosure"
10,16,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
10,16,1977,"Neotoma","albigula",18,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",9,"Spectab exclosure"
10,16,1977,"Onychomys","leucogaster",2,"Control"
10,16,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","spectabilis",1,"Spectab exclosure"
10,16,1977,"Onychomys","leucogaster",6,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
10,16,1977,"Peromyscus","eremicus",2,"Control"
10,16,1977,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
10,16,1977,"Neotoma","albigula",20,"Short-term Krat Exclosure"
10,16,1977,"Neotoma","albigula",22,"Control"
10,16,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
10,16,1977,"Dipodomys","merriami",1,"Spectab exclosure"
10,16,1977,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
10,17,1977,"Dipodomys","merriami",17,"Control"
10,17,1977,"Dipodomys","merriami",17,"Control"
10,17,1977,"Dipodomys","merriami",14,"Control"
10,17,1977,"Dipodomys","merriami",17,"Control"
10,17,1977,"Dipodomys","spectabilis",11,"Control"
10,17,1977,"Dipodomys","ordii",3,"Long-term Krat Exclosure"
10,17,1977,"Dipodomys","merriami",4,"Control"
10,17,1977,"Dipodomys","ordii",3,"Long-term Krat Exclosure"
10,17,1977,"Dipodomys","merriami",11,"Control"
10,17,1977,"Onychomys","torridus",17,"Control"
10,17,1977,"Neotoma","albigula",11,"Control"
10,17,1977,"Dipodomys","merriami",19,"Long-term Krat Exclosure"
10,17,1977,"Onychomys","torridus",17,"Control"
10,17,1977,"Dipodomys","spectabilis",14,"Control"
10,17,1977,"Dipodomys","spectabilis",17,"Control"
10,17,1977,"Dipodomys","merriami",19,"Long-term Krat Exclosure"
10,17,1977,"Dipodomys","merriami",3,"Long-term Krat Exclosure"
10,17,1977,"Dipodomys","merriami",21,"Long-term Krat Exclosure"
10,17,1977,"Dipodomys","merriami",14,"Control"
10,17,1977,"Dipodomys","merriami",16,"Rodent Exclosure"
10,17,1977,"Dipodomys","merriami",19,"Long-term Krat Exclosure"
10,17,1977,"Dipodomys","spectabilis",4,"Control"
10,17,1977,"Dipodomys","spectabilis",17,"Control"
10,17,1977,"Dipodomys","spectabilis",11,"Control"
10,17,1977,"Reithrodontomys","megalotis",19,"Long-term Krat Exclosure"
10,17,1977,"Dipodomys","merriami",11,"Control"
10,17,1977,"Dipodomys","merriami",19,"Long-term Krat Exclosure"
10,17,1977,"Neotoma","albigula",14,"Control"
10,17,1977,"Dipodomys","merriami",3,"Long-term Krat Exclosure"
10,17,1977,"Dipodomys","merriami",15,"Long-term Krat Exclosure"
10,17,1977,"Dipodomys","ordii",17,"Control"
10,17,1977,"Dipodomys","merriami",17,"Control"
10,17,1977,"Dipodomys","merriami",14,"Control"
10,17,1977,"Dipodomys","merriami",17,"Control"
10,17,1977,"Onychomys","leucogaster",17,"Control"
10,17,1977,"Dipodomys","spectabilis",4,"Control"
10,17,1977,"Dipodomys","ordii",17,"Control"
10,18,1977,"Dipodomys","spectabilis",8,"Control"
10,18,1977,"Dipodomys","merriami",16,"Rodent Exclosure"
10,18,1977,"Dipodomys","spectabilis",5,"Rodent Exclosure"
10,18,1977,"Dipodomys","merriami",5,"Rodent Exclosure"
10,18,1977,"Dipodomys","spectabilis",12,"Control"
10,18,1977,"Perognathus","flavus",12,"Control"
10,18,1977,"Onychomys","sp.",19,"Long-term Krat Exclosure"
10,18,1977,"Dipodomys","merriami",5,"Rodent Exclosure"
10,18,1977,"Dipodomys","spectabilis",5,"Rodent Exclosure"
10,18,1977,"Dipodomys","merriami",12,"Control"
10,18,1977,"Dipodomys","ordii",8,"Control"
10,18,1977,"Dipodomys","merriami",12,"Control"
10,18,1977,"Dipodomys","spectabilis",8,"Control"
10,18,1977,"Dipodomys","merriami",12,"Control"
10,18,1977,"Dipodomys","spectabilis",5,"Rodent Exclosure"
10,18,1977,"Dipodomys","merriami",16,"Rodent Exclosure"
10,18,1977,"Perognathus","flavus",21,"Long-term Krat Exclosure"
10,18,1977,"Neotoma","albigula",3,"Long-term Krat Exclosure"
11,12,1977,"Dipodomys","merriami",22,"Control"
11,12,1977,"Dipodomys","merriami",2,"Control"
11,12,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
11,12,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
11,12,1977,"Neotoma","albigula",2,"Control"
11,12,1977,"Dipodomys","merriami",2,"Control"
11,12,1977,"Onychomys","leucogaster",22,"Control"
11,12,1977,"Dipodomys","merriami",1,"Spectab exclosure"
11,12,1977,"Neotoma","albigula",18,"Short-term Krat Exclosure"
11,12,1977,"Dipodomys","merriami",2,"Control"
11,12,1977,"Onychomys","torridus",2,"Control"
11,12,1977,"Dipodomys","ordii",1,"Spectab exclosure"
11,12,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
11,12,1977,"Perognathus","flavus",13,"Short-term Krat Exclosure"
11,12,1977,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
11,12,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
11,12,1977,"Dipodomys","merriami",2,"Control"
11,12,1977,"Dipodomys","spectabilis",1,"Spectab exclosure"
11,12,1977,"Neotoma","albigula",2,"Control"
11,12,1977,"Dipodomys","merriami",9,"Spectab exclosure"
11,12,1977,"Dipodomys","merriami",1,"Spectab exclosure"
11,12,1977,"Onychomys","leucogaster",2,"Control"
11,12,1977,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
11,12,1977,"Perognathus","flavus",9,"Spectab exclosure"
11,12,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
11,12,1977,"Dipodomys","merriami",9,"Spectab exclosure"
11,12,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
11,12,1977,"Dipodomys","merriami",22,"Control"
11,12,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
11,12,1977,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
11,12,1977,"Perognathus","flavus",9,"Spectab exclosure"
11,12,1977,"Perognathus","flavus",1,"Spectab exclosure"
11,12,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
11,12,1977,"Dipodomys","ordii",1,"Spectab exclosure"
11,13,1977,"Dipodomys","merriami",14,"Control"
11,13,1977,"Dipodomys","merriami",17,"Control"
11,13,1977,"Dipodomys","spectabilis",17,"Control"
11,13,1977,"Dipodomys","merriami",17,"Control"
11,13,1977,"Dipodomys","spectabilis",11,"Control"
11,13,1977,"Dipodomys","merriami",11,"Control"
11,13,1977,"Dipodomys","spectabilis",17,"Control"
11,13,1977,"Onychomys","leucogaster",21,"Long-term Krat Exclosure"
11,13,1977,"Onychomys","leucogaster",21,"Long-term Krat Exclosure"
11,13,1977,"Dipodomys","merriami",11,"Control"
11,13,1977,"Dipodomys","spectabilis",14,"Control"
11,13,1977,"Neotoma","albigula",11,"Control"
11,13,1977,"Perognathus","flavus",11,"Control"
11,13,1977,"Dipodomys","spectabilis",11,"Control"
11,13,1977,"Neotoma","albigula",14,"Control"
11,13,1977,"Dipodomys","spectabilis",4,"Control"
11,13,1977,"Dipodomys","merriami",14,"Control"
11,13,1977,"Dipodomys","merriami",14,"Control"
11,13,1977,"Reithrodontomys","megalotis",17,"Control"
11,13,1977,"Dipodomys","spectabilis",4,"Control"
11,13,1977,"Dipodomys","merriami",17,"Control"
11,13,1977,"Onychomys","leucogaster",21,"Long-term Krat Exclosure"
11,14,1977,"Dipodomys","merriami",12,"Control"
11,14,1977,"Dipodomys","spectabilis",12,"Control"
11,14,1977,"Neotoma","albigula",12,"Control"
11,14,1977,"Dipodomys","spectabilis",5,"Rodent Exclosure"
11,14,1977,"Perognathus","flavus",8,"Control"
11,14,1977,"Dipodomys","merriami",12,"Control"
11,14,1977,"Dipodomys","spectabilis",5,"Rodent Exclosure"
11,14,1977,"Dipodomys","merriami",5,"Rodent Exclosure"
11,14,1977,"Dipodomys","spectabilis",5,"Rodent Exclosure"
11,14,1977,"Dipodomys","spectabilis",8,"Control"
11,14,1977,"Dipodomys","ordii",8,"Control"
11,14,1977,"Dipodomys","merriami",5,"Rodent Exclosure"
12,10,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
12,10,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
12,10,1977,"Dipodomys","merriami",2,"Control"
12,10,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
12,10,1977,"Dipodomys","merriami",2,"Control"
12,10,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
12,10,1977,"Dipodomys","merriami",22,"Control"
12,10,1977,"Dipodomys","merriami",2,"Control"
12,10,1977,"Dipodomys","ordii",9,"Spectab exclosure"
12,10,1977,"Dipodomys","merriami",1,"Spectab exclosure"
12,10,1977,"Perognathus","flavus",9,"Spectab exclosure"
12,10,1977,"Onychomys","torridus",2,"Control"
12,10,1977,"Perognathus","flavus",2,"Control"
12,10,1977,"Dipodomys","merriami",9,"Spectab exclosure"
12,10,1977,"Perognathus","flavus",13,"Short-term Krat Exclosure"
12,10,1977,"Neotoma","albigula",2,"Control"
12,10,1977,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
12,10,1977,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
12,10,1977,"Dipodomys","merriami",2,"Control"
12,10,1977,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
12,10,1977,"Perognathus","flavus",1,"Spectab exclosure"
12,10,1977,"Onychomys","leucogaster",2,"Control"
12,10,1977,"Onychomys","torridus",9,"Spectab exclosure"
12,10,1977,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
12,10,1977,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
12,10,1977,"Onychomys","leucogaster",9,"Spectab exclosure"
12,10,1977,"Onychomys","torridus",2,"Control"
12,10,1977,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
12,10,1977,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
12,10,1977,"Dipodomys","merriami",2,"Control"
12,10,1977,"Dipodomys","ordii",1,"Spectab exclosure"
12,10,1977,"Dipodomys","spectabilis",9,"Spectab exclosure"
12,10,1977,"Onychomys","torridus",2,"Control"
12,10,1977,"Dipodomys","merriami",9,"Spectab exclosure"
12,10,1977,"Dipodomys","merriami",1,"Spectab exclosure"
12,11,1977,"Dipodomys","spectabilis",12,"Control"
12,11,1977,"Dipodomys","merriami",14,"Control"
12,11,1977,"Dipodomys","merriami",17,"Control"
