"month","day","year","species_id","weight"
10,16,1977,"DM",41
10,16,1977,"DM",47
10,16,1977,"DM",37
10,16,1977,"DM",41
10,16,1977,"DM",36
10,16,1977,"DM",45
10,16,1977,"PE",20
10,16,1977,"DM",40
10,16,1977,"DM",49
10,16,1977,"DM",55
10,16,1977,"DM",46
10,16,1977,"DM",38
10,16,1977,"DM",44
10,16,1977,"OL",21
10,16,1977,"DM",41
10,16,1977,"OL",21
10,16,1977,"DM",46
10,16,1977,"DM",36
10,16,1977,"DM",44
10,16,1977,"DM",53
10,17,1977,"DM",41
10,17,1977,"DM",48
10,17,1977,"DM",47
10,17,1977,"DO",33
10,17,1977,"DM",42
10,17,1977,"DO",50
10,17,1977,"DM",41
10,17,1977,"OT",21
10,17,1977,"DM",49
10,17,1977,"DM",44
10,17,1977,"DM",31
10,17,1977,"DM",40
10,17,1977,"DM",40
10,17,1977,"DM",23
10,17,1977,"DM",42
10,17,1977,"RM",13
10,17,1977,"DM",42
10,17,1977,"DM",31
10,17,1977,"DM",39
10,17,1977,"DM",48
10,17,1977,"DO",48
10,17,1977,"DM",29
10,17,1977,"DM",45
10,17,1977,"DM",39
10,17,1977,"OL",23
10,17,1977,"DO",31
10,18,1977,"DM",43
10,18,1977,"DM",43
10,18,1977,"PF",8
10,18,1977,"DM",45
10,18,1977,"DM",40
10,18,1977,"DO",41
10,18,1977,"DM",41
10,18,1977,"DM",39
10,18,1977,"DM",25
11,12,1977,"DM",45
11,12,1977,"DM",36
11,12,1977,"DM",40
11,12,1977,"DM",44
11,12,1977,"DM",47
11,12,1977,"DM",40
11,12,1977,"DM",44
11,12,1977,"DO",44
11,12,1977,"DS",117
11,12,1977,"PF",7
11,12,1977,"DM",40
11,12,1977,"DM",39
11,12,1977,"DM",40
11,12,1977,"DS",121
11,12,1977,"DM",46
11,12,1977,"DM",35
11,12,1977,"DS",115
11,12,1977,"PF",7
11,12,1977,"DM",39
11,12,1977,"DM",40
11,12,1977,"DM",40
11,12,1977,"DM",35
11,12,1977,"DM",36
11,12,1977,"DM",44
11,12,1977,"PF",6
11,12,1977,"PF",7
11,12,1977,"DS",120
11,12,1977,"DO",48
11,13,1977,"DM",44
11,13,1977,"DM",38
11,13,1977,"DS",118
11,13,1977,"DM",40
11,13,1977,"DS",126
11,13,1977,"DM",37
11,13,1977,"DS",132
11,13,1977,"DM",39
11,13,1977,"DS",113
11,13,1977,"PF",7
11,13,1977,"DS",122
11,13,1977,"DS",107
11,13,1977,"DM",43
11,13,1977,"DM",40
11,13,1977,"RM",7
11,13,1977,"DS",115
11,13,1977,"DM",39
11,14,1977,"DM",40
11,14,1977,"DS",116
11,14,1977,"PF",6
11,14,1977,"DM",38
11,14,1977,"DS",137
11,14,1977,"DM",42
11,14,1977,"DS",126
11,14,1977,"DS",112
11,14,1977,"DO",39
11,14,1977,"DM",41
12,10,1977,"DM",48
12,10,1977,"DS",121
12,10,1977,"DM",42
12,10,1977,"DM",42
12,10,1977,"DM",52
12,10,1977,"DM",38
12,10,1977,"DM",45
12,10,1977,"DM",37
12,10,1977,"DO",40
12,10,1977,"DM",38
12,10,1977,"PF",7
12,10,1977,"DM",44
12,10,1977,"PF",7
12,10,1977,"DM",33
12,10,1977,"DM",38
12,10,1977,"DM",47
12,10,1977,"DM",39
12,10,1977,"PF",7
12,10,1977,"DM",42
12,10,1977,"DM",36
12,10,1977,"DM",44
12,10,1977,"DS",116
12,10,1977,"DM",43
12,10,1977,"DO",45
12,10,1977,"DS",116
12,10,1977,"DM",42
12,10,1977,"DM",38
12,11,1977,"DS",114
12,11,1977,"DM",41
12,11,1977,"DM",40
12,11,1977,"DS",134
12,11,1977,"DS",139
12,11,1977,"DS",118
12,11,1977,"DO",41
12,11,1977,"DM",37
12,11,1977,"PF",6
12,11,1977,"DS",127
12,11,1977,"PF",6
12,11,1977,"DS",120
12,11,1977,"DS",115
12,11,1977,"DM",40
12,11,1977,"DS",114
12,11,1977,"DM",37
12,11,1977,"DM",46
12,11,1977,"DS",149
12,11,1977,"DM",38
12,11,1977,"DS",127
12,11,1977,"DM",36
12,11,1977,"DM",41
12,11,1977,"DM",44
12,11,1977,"DS",138
12,11,1977,"DS",110
12,11,1977,"DS",110
12,11,1977,"DM",37
12,11,1977,"PF",7
12,11,1977,"DS",121
12,11,1977,"DM",43
1,8,1978,"DM",43
1,8,1978,"DM",44
1,8,1978,"DM",36
1,8,1978,"PF",8
1,8,1978,"DM",38
1,8,1978,"DS",122
1,8,1978,"PF",7
1,8,1978,"DO",42
1,8,1978,"DM",46
1,8,1978,"PE",22
1,8,1978,"DM",38
1,8,1978,"DM",48
1,8,1978,"PF",7
1,8,1978,"DM",43
1,8,1978,"DM",35
1,8,1978,"DM",43
1,8,1978,"DM",36
1,8,1978,"DS",117
1,8,1978,"DM",37
1,8,1978,"DS",122
1,8,1978,"DM",43
1,8,1978,"DM",42
1,8,1978,"PF",7
1,8,1978,"DM",45
1,9,1978,"DM",40
1,9,1978,"DM",37
1,9,1978,"DS",117
1,9,1978,"DM",40
1,9,1978,"DM",40
1,9,1978,"DS",132
1,9,1978,"DM",36
1,9,1978,"DS",150
1,9,1978,"DM",44
1,9,1978,"DM",40
1,9,1978,"DS",126
1,9,1978,"DS",122
1,9,1978,"DS",136
1,9,1978,"DS",116
1,9,1978,"DM",38
1,9,1978,"DM",39
1,9,1978,"DS",135
1,9,1978,"DM",46
1,9,1978,"DS",133
1,9,1978,"DS",136
1,10,1978,"DS",141
1,10,1978,"DM",38
1,10,1978,"DM",35
1,10,1978,"DS",135
1,10,1978,"DM",33
1,10,1978,"DM",51
1,10,1978,"DS",122
1,10,1978,"DM",33
1,10,1978,"DM",47
1,10,1978,"DM",49
1,10,1978,"DM",46
1,10,1978,"DM",45
1,10,1978,"DM",41
2,18,1978,"OT",24
2,18,1978,"DS",157
2,18,1978,"DM",51
2,18,1978,"NL",218
2,18,1978,"DM",38
2,18,1978,"PF",7
2,18,1978,"DM",45
2,18,1978,"DM",52
2,18,1978,"DM",50
2,18,1978,"DM",51
2,18,1978,"DS",126
2,18,1978,"DM",39
2,18,1978,"OT",24
2,18,1978,"OT",23
2,18,1978,"DM",40
2,18,1978,"DM",41
2,18,1978,"DM",46
2,18,1978,"OT",25
2,18,1978,"PE",25
2,19,1978,"DM",39
2,19,1978,"DM",42
2,19,1978,"DM",39
2,19,1978,"OT",23
2,19,1978,"DS",124
2,19,1978,"DS",114
2,19,1978,"DM",44
2,19,1978,"DM",48
2,19,1978,"DM",44
2,19,1978,"DS",132
2,19,1978,"DS",137
2,19,1978,"DM",39
2,19,1978,"DM",56
2,19,1978,"OL",35
2,19,1978,"NL",197
2,19,1978,"OT",22
2,19,1978,"OT",25
2,19,1978,"DS",154
2,20,1978,"DM",49
2,20,1978,"DM",44
2,20,1978,"DM",35
2,20,1978,"DM",36
2,20,1978,"DM",39
2,20,1978,"DS",133
2,20,1978,"DM",50
2,20,1978,"DM",43
2,20,1978,"DM",40
2,20,1978,"DM",45
2,20,1978,"DM",44
2,20,1978,"NL",228
2,20,1978,"DS",144
2,20,1978,"DM",46
2,20,1978,"DM",48
3,11,1978,"PF",7
3,11,1978,"DM",45
3,11,1978,"PF",8
3,11,1978,"DS",133
3,11,1978,"DM",40
3,11,1978,"NL",232
3,11,1978,"DS",128
3,11,1978,"DS",153
3,11,1978,"OT",22
3,11,1978,"OT",21
3,11,1978,"DM",53
3,11,1978,"PF",8
3,11,1978,"OT",25
3,11,1978,"DM",43
3,11,1978,"DM",43
3,11,1978,"OL",38
3,11,1978,"DM",42
3,11,1978,"OT",26
3,11,1978,"DS",146
3,11,1978,"OT",25
3,11,1978,"PE",28
3,11,1978,"PF",8
3,11,1978,"PE",29
3,11,1978,"DS",122
3,12,1978,"DS",137
3,12,1978,"DS",131
3,12,1978,"DS",125
3,12,1978,"DM",43
3,12,1978,"DS",69
3,12,1978,"DS",141
3,12,1978,"DS",138
3,12,1978,"DM",43
3,12,1978,"DS",124
3,12,1978,"DM",43
3,12,1978,"DM",45
3,12,1978,"DM",46
3,12,1978,"DM",43
3,12,1978,"DM",49
3,12,1978,"DM",47
3,12,1978,"OT",26
3,13,1978,"DS",152
3,13,1978,"DM",44
3,13,1978,"DM",48
3,13,1978,"OT",29
3,13,1978,"DM",44
3,13,1978,"DM",49
3,13,1978,"DM",45
3,13,1978,"DM",51
3,13,1978,"DO",57
3,13,1978,"DS",134
3,13,1978,"DM",44
3,13,1978,"OL",30
3,13,1978,"OT",35
3,13,1978,"DM",48
3,13,1978,"DS",146
3,13,1978,"DM",37
3,13,1978,"DM",46
4,8,1978,"DS",110
4,9,1978,"DM",26
4,9,1978,"DM",44
4,9,1978,"DM",48
4,9,1978,"DM",39
4,9,1978,"DM",44
4,9,1978,"DM",45
4,9,1978,"OT",27
4,9,1978,"DM",36
4,9,1978,"DM",51
4,9,1978,"DM",45
4,9,1978,"DM",47
4,9,1978,"DS",90
4,9,1978,"OT",23
4,9,1978,"DM",49
4,9,1978,"DS",131
4,9,1978,"DS",114
4,9,1978,"DM",42
4,9,1978,"DS",148
4,9,1978,"DS",76
4,9,1978,"DS",141
4,9,1978,"DM",42
4,9,1978,"DS",121
4,9,1978,"DM",44
4,9,1978,"DO",55
4,9,1978,"DS",133
4,9,1978,"DS",142
4,9,1978,"DS",142
4,9,1978,"DM",46
4,9,1978,"DM",50
4,9,1978,"DS",142
4,9,1978,"DS",84
4,9,1978,"DM",42
4,9,1978,"DS",142
4,9,1978,"DS",118
4,9,1978,"DM",43
4,9,1978,"DS",132
4,9,1978,"DS",75
4,9,1978,"DM",49
4,10,1978,"DS",168
4,10,1978,"DM",43
4,10,1978,"DS",84
4,10,1978,"DS",87
4,10,1978,"DS",117
4,10,1978,"DM",42
4,10,1978,"DM",41
4,10,1978,"DS",140
4,10,1978,"DM",40
4,10,1978,"DM",45
4,10,1978,"NL",225
4,10,1978,"OT",18
4,10,1978,"DM",47
4,10,1978,"DM",48
4,10,1978,"DS",89
4,10,1978,"DM",51
5,6,1978,"PF",8
5,6,1978,"DM",47
5,6,1978,"DS",149
5,6,1978,"DS",124
5,6,1978,"DS",73
5,6,1978,"DM",48
5,6,1978,"DS",139
5,6,1978,"DM",41
5,6,1978,"DS",123
5,6,1978,"DM",41
5,6,1978,"DS",114
5,6,1978,"DS",59
5,6,1978,"NL",204
5,6,1978,"DS",90
5,6,1978,"DM",45
5,6,1978,"NL",212
5,6,1978,"DM",43
5,6,1978,"DS",91
5,6,1978,"DS",50
5,6,1978,"DM",44
5,6,1978,"DS",113
5,6,1978,"DM",36
5,6,1978,"DS",90
5,6,1978,"DM",50
5,6,1978,"OT",9
5,17,1978,"OL",29
5,17,1978,"DS",137
5,17,1978,"DS",57
5,17,1978,"DS",121
5,17,1978,"DM",31
5,17,1978,"DM",41
5,17,1978,"DM",37
5,17,1978,"DS",83
5,17,1978,"NL",174
5,17,1978,"DS",116
5,17,1978,"DS",74
5,17,1978,"DS",130
5,17,1978,"DM",40
5,17,1978,"NL",212
5,17,1978,"DM",41
5,17,1978,"DS",83
5,18,1978,"DM",48
5,18,1978,"DM",41
5,18,1978,"DS",118
5,18,1978,"PM",22
5,18,1978,"DS",102
5,18,1978,"DM",42
5,18,1978,"NL",182
5,18,1978,"DM",29
5,18,1978,"DM",23
5,18,1978,"DS",138
5,18,1978,"DS",131
5,18,1978,"DM",41
5,18,1978,"DS",115
5,18,1978,"DS",121
5,18,1978,"DM",38
5,18,1978,"DS",126
5,18,1978,"DS",120
5,18,1978,"PP",15
5,18,1978,"DM",29
5,18,1978,"DM",43
5,18,1978,"DM",41
5,18,1978,"DS",68
5,18,1978,"DS",83
5,18,1978,"DS",97
5,18,1978,"DM",21
5,18,1978,"DM",21
5,18,1978,"DM",44
5,18,1978,"DO",18
5,18,1978,"DM",40
5,18,1978,"DM",41
5,19,1978,"DS",129
5,19,1978,"DS",148
5,19,1978,"DM",42
5,19,1978,"DM",41
5,19,1978,"OT",24
5,19,1978,"DS",108
5,19,1978,"DS",160
5,19,1978,"OT",30
5,19,1978,"DO",54
5,19,1978,"PF",7
5,19,1978,"DS",125
5,19,1978,"DS",100
5,19,1978,"DM",21
5,19,1978,"DM",49
5,19,1978,"DM",35
5,19,1978,"DO",37
5,19,1978,"DS",64
5,19,1978,"DS",131
5,19,1978,"DS",54
5,19,1978,"DM",44
5,19,1978,"DS",90
5,19,1978,"DM",39
5,19,1978,"PP",13
5,19,1978,"DS",114
6,8,1978,"DS",90
6,8,1978,"DM",46
6,8,1978,"DS",110
6,8,1978,"DS",119
6,8,1978,"DM",29
6,8,1978,"DM",48
6,8,1978,"DS",124
6,8,1978,"DS",84
6,8,1978,"DM",43
6,8,1978,"DM",43
6,8,1978,"DM",40
6,8,1978,"DS",120
6,8,1978,"DO",55
6,8,1978,"OL",29
6,8,1978,"DM",26
6,8,1978,"DS",115
6,8,1978,"DM",45
6,8,1978,"DS",70
6,8,1978,"DS",123
6,8,1978,"DM",16
6,8,1978,"DM",42
6,8,1978,"DS",125
6,8,1978,"DM",19
6,8,1978,"DO",55
6,8,1978,"DS",117
6,8,1978,"DS",133
6,8,1978,"DM",36
6,8,1978,"DS",71
6,8,1978,"DM",29
6,8,1978,"DS",99
6,8,1978,"PF",7
6,8,1978,"PF",8
6,8,1978,"DM",39
6,8,1978,"NL",135
6,8,1978,"DS",94
6,8,1978,"DS",100
6,8,1978,"DS",98
6,8,1978,"DM",43
6,8,1978,"PF",8
6,8,1978,"DO",23
6,8,1978,"OT",12
6,8,1978,"DM",26
6,8,1978,"DS",124
6,8,1978,"PP",15
6,8,1978,"DS",84
6,9,1978,"DM",24
6,9,1978,"DS",122
6,9,1978,"NL",200
6,9,1978,"PP",17
6,9,1978,"DM",46
6,9,1978,"DS",149
6,9,1978,"DM",23
6,9,1978,"PF",8
6,9,1978,"DS",136
6,9,1978,"DS",102
6,9,1978,"DS",122
6,9,1978,"DM",40
6,9,1978,"DS",71
6,9,1978,"DM",42
6,9,1978,"SS",130
6,9,1978,"DS",160
6,9,1978,"DS",82
6,9,1978,"DS",134
6,9,1978,"DM",38
6,9,1978,"DM",40
6,9,1978,"DM",37
6,9,1978,"OT",29
6,9,1978,"DS",107
6,9,1978,"DS",100
6,9,1978,"DS",32
6,9,1978,"DO",38
6,9,1978,"DS",73
6,9,1978,"DS",134
6,9,1978,"DS",119
6,9,1978,"DM",50
6,9,1978,"DM",43
6,9,1978,"DS",59
6,9,1978,"DM",48
6,9,1978,"DS",58
6,9,1978,"DM",41
6,9,1978,"DS",81
6,9,1978,"DS",93
6,9,1978,"DM",28
6,9,1978,"OL",44
6,9,1978,"OT",28
6,9,1978,"DM",24
6,9,1978,"NL",232
7,7,1978,"DS",127
7,7,1978,"PP",16
7,7,1978,"DM",44
7,7,1978,"DM",35
7,7,1978,"DM",17
7,7,1978,"DS",122
7,7,1978,"DS",122
7,7,1978,"DM",32
7,7,1978,"DM",48
7,7,1978,"DS",95
7,7,1978,"DM",45
7,7,1978,"DO",51
7,7,1978,"DM",47
7,7,1978,"DS",119
7,7,1978,"DS",124
7,7,1978,"DS",87
7,7,1978,"DS",85
7,7,1978,"DM",36
7,7,1978,"DS",123
7,7,1978,"DS",111
7,7,1978,"DM",39
7,7,1978,"DM",27
7,7,1978,"DS",105
7,7,1978,"DS",132
7,7,1978,"DM",45
7,7,1978,"DS",96
7,7,1978,"DM",40
7,7,1978,"DS",120
7,7,1978,"DM",43
7,7,1978,"DM",46
7,7,1978,"DM",43
7,7,1978,"DS",86
7,7,1978,"PF",8
7,7,1978,"DM",34
7,7,1978,"DS",106
7,7,1978,"OT",22
7,7,1978,"OL",29
7,7,1978,"DS",98
7,7,1978,"DO",33
7,8,1978,"DM",46
7,8,1978,"PP",12
7,8,1978,"DS",130
7,8,1978,"PP",10
7,8,1978,"DS",106
7,8,1978,"DM",39
7,8,1978,"NL",113
7,8,1978,"DM",45
7,8,1978,"NL",115
7,8,1978,"DM",36
7,8,1978,"DM",24
7,8,1978,"DS",120
7,8,1978,"NL",190
7,8,1978,"PP",10
7,8,1978,"DM",48
7,8,1978,"DM",29
7,8,1978,"DS",131
7,8,1978,"DM",34
7,8,1978,"DS",101
7,8,1978,"DM",37
7,8,1978,"DM",47
7,8,1978,"DS",133
7,8,1978,"DS",63
7,8,1978,"DM",46
7,8,1978,"DS",81
7,8,1978,"DS",71
7,8,1978,"DS",65
7,8,1978,"DS",80
7,8,1978,"DS",130
7,8,1978,"DM",47
7,8,1978,"DS",118
7,8,1978,"DS",91
8,4,1978,"DS",120
8,4,1978,"PE",19
8,4,1978,"DM",45
8,4,1978,"PE",14
8,4,1978,"DS",122
8,4,1978,"DM",37
8,4,1978,"DM",36
8,4,1978,"OT",19
8,4,1978,"DS",95
8,4,1978,"PP",18
8,4,1978,"OL",17
8,4,1978,"DS",123
8,4,1978,"NL",189
8,4,1978,"DM",17
8,4,1978,"DM",50
8,4,1978,"DS",126
8,4,1978,"DM",44
8,4,1978,"PF",8
8,4,1978,"DM",44
8,4,1978,"PP",13
8,4,1978,"DM",39
8,4,1978,"DS",115
8,4,1978,"DO",38
8,4,1978,"DS",138
8,4,1978,"NL",179
8,4,1978,"PM",21
8,4,1978,"DS",105
8,4,1978,"DM",43
8,4,1978,"PP",14
8,4,1978,"DM",32
8,4,1978,"DM",36
8,4,1978,"DM",40
8,4,1978,"DM",36
8,4,1978,"PM",19
8,4,1978,"DS",139
8,4,1978,"OL",20
8,4,1978,"DS",108
8,4,1978,"OT",12
8,4,1978,"DM",39
8,4,1978,"NL",149
8,5,1978,"DM",43
8,5,1978,"DM",48
8,5,1978,"DM",33
8,5,1978,"DS",165
8,5,1978,"DM",41
8,5,1978,"DS",112
8,5,1978,"DM",35
8,5,1978,"DS",100
8,5,1978,"DM",34
8,5,1978,"DS",88
8,5,1978,"DM",31
8,5,1978,"DS",123
8,5,1978,"PF",6
8,5,1978,"DS",137
8,5,1978,"NL",199
8,5,1978,"DS",96
8,5,1978,"DM",41
8,5,1978,"NL",196
8,5,1978,"DS",100
8,5,1978,"DM",40
8,5,1978,"DS",130
8,5,1978,"DS",98
8,5,1978,"DM",34
8,5,1978,"OL",29
8,5,1978,"DM",36
8,5,1978,"DM",36
8,5,1978,"DM",49
8,5,1978,"DM",30
8,5,1978,"DS",83
8,5,1978,"PP",14
8,5,1978,"DS",88
8,5,1978,"DM",47
8,5,1978,"DM",43
8,5,1978,"DS",136
8,5,1978,"DS",82
8,5,1978,"OL",33
8,5,1978,"DS",70
8,5,1978,"DS",119
8,5,1978,"DS",115
9,3,1978,"OL",33
9,3,1978,"NL",158
9,3,1978,"DM",46
9,3,1978,"DS",107
9,3,1978,"DS",126
9,3,1978,"PP",19
9,3,1978,"PE",24
9,3,1978,"DM",45
9,3,1978,"NL",189
9,3,1978,"DS",122
9,3,1978,"DM",39
9,3,1978,"DM",31
9,3,1978,"DM",30
9,3,1978,"DS",124
9,3,1978,"DO",54
9,3,1978,"DS",133
9,3,1978,"DS",122
9,3,1978,"DS",110
9,3,1978,"PF",7
9,3,1978,"DM",52
9,3,1978,"DM",49
9,3,1978,"PF",8
9,3,1978,"PE",19
9,3,1978,"DM",43
9,3,1978,"NL",181
9,3,1978,"PP",14
9,3,1978,"OT",24
9,3,1978,"DS",128
9,3,1978,"DS",136
9,3,1978,"DS",100
9,3,1978,"DM",44
9,3,1978,"PP",13
9,3,1978,"DM",40
9,3,1978,"DM",41
9,3,1978,"PF",6
9,3,1978,"DS",127
9,3,1978,"PF",7
9,3,1978,"OL",24
9,3,1978,"DS",134
9,3,1978,"OT",20
9,3,1978,"PP",15
9,3,1978,"DS",125
9,3,1978,"DS",100
9,3,1978,"PE",13
9,3,1978,"DM",37
9,3,1978,"DM",40
9,3,1978,"DS",114
9,3,1978,"DS",110
9,3,1978,"DM",41
9,3,1978,"PF",8
9,3,1978,"DM",47
9,4,1978,"NL",141
9,4,1978,"DM",46
9,4,1978,"DM",40
9,4,1978,"OL",36
9,4,1978,"DS",107
9,4,1978,"DM",39
9,4,1978,"OT",27
9,4,1978,"PP",13
9,4,1978,"DM",47
9,4,1978,"DS",134
9,4,1978,"NL",197
9,4,1978,"DM",39
9,4,1978,"DS",86
9,4,1978,"PP",15
9,4,1978,"PF",6
9,4,1978,"DS",158
9,4,1978,"DS",118
9,4,1978,"DS",123
9,4,1978,"DM",41
9,4,1978,"DM",49
9,4,1978,"DS",124
9,4,1978,"DM",42
9,4,1978,"DS",106
9,4,1978,"PF",7
9,4,1978,"DM",38
9,4,1978,"DM",47
9,4,1978,"DS",114
9,4,1978,"DS",140
9,4,1978,"PF",6
9,4,1978,"PE",20
9,4,1978,"DO",45
9,4,1978,"NL",118
9,4,1978,"OT",28
9,4,1978,"DS",112
9,4,1978,"OT",20
9,4,1978,"DM",47
9,4,1978,"DM",38
9,4,1978,"DS",77
9,4,1978,"DS",126
9,4,1978,"PP",19
9,4,1978,"PE",16
9,4,1978,"DS",138
9,4,1978,"DS",125
9,4,1978,"DS",106
9,4,1978,"DM",43
9,4,1978,"DM",38
9,4,1978,"PE",17
9,4,1978,"DM",37
10,6,1978,"DS",120
10,6,1978,"DM",38
10,6,1978,"DS",125
10,6,1978,"DM",51
10,7,1978,"DM",41
10,7,1978,"OT",18
10,7,1978,"DM",45
10,7,1978,"OL",30
10,7,1978,"DS",118
10,7,1978,"DS",108
10,7,1978,"OL",30
10,7,1978,"DM",45
10,7,1978,"PP",15
10,7,1978,"DM",35
10,7,1978,"DO",50
10,7,1978,"DM",41
10,7,1978,"DS",112
10,7,1978,"DM",41
10,7,1978,"DS",129
10,7,1978,"DS",131
10,7,1978,"DO",45
10,7,1978,"DM",41
10,7,1978,"DM",40
10,7,1978,"DS",134
10,7,1978,"DS",132
10,7,1978,"DM",42
10,7,1978,"DS",121
10,7,1978,"DS",120
10,7,1978,"DS",98
10,7,1978,"DS",124
10,7,1978,"DS",129
10,7,1978,"DM",48
10,7,1978,"DS",118
10,7,1978,"DM",37
10,7,1978,"DS",99
10,7,1978,"PF",6
10,7,1978,"DM",38
10,7,1978,"DM",41
10,7,1978,"DM",35
10,8,1978,"PF",6
10,8,1978,"DM",36
10,8,1978,"OT",20
10,8,1978,"OT",19
10,8,1978,"DM",37
10,8,1978,"PF",7
10,8,1978,"DS",131
10,8,1978,"DM",37
10,8,1978,"DS",113
10,8,1978,"DS",112
10,8,1978,"DS",121
10,8,1978,"DS",149
10,8,1978,"DS",110
10,8,1978,"PP",16
10,8,1978,"DM",38
10,8,1978,"DM",39
10,8,1978,"DS",115
10,8,1978,"PF",7
10,8,1978,"DS",135
10,8,1978,"PP",20
10,8,1978,"DS",102
10,8,1978,"PP",16
10,8,1978,"DM",45
10,8,1978,"PF",6
10,8,1978,"OT",25
10,8,1978,"DM",42
10,8,1978,"DM",46
10,8,1978,"DS",106
10,8,1978,"OL",24
10,8,1978,"PF",7
10,8,1978,"DS",120
10,8,1978,"DM",37
10,8,1978,"OT",25
10,8,1978,"OL",34
10,8,1978,"DM",45
10,8,1978,"DM",39
10,8,1978,"PE",18
11,4,1978,"DM",42
11,4,1978,"DM",37
11,4,1978,"DS",120
11,4,1978,"DS",116
11,4,1978,"PF",6
11,4,1978,"DS",124
11,4,1978,"DM",39
11,4,1978,"DS",133
11,4,1978,"DS",125
11,4,1978,"OT",23
11,4,1978,"DM",38
11,4,1978,"DM",32
11,4,1978,"DM",40
11,4,1978,"DO",54
11,4,1978,"OL",33
11,4,1978,"DS",126
11,4,1978,"DS",136
11,4,1978,"OL",28
11,4,1978,"DS",137
11,4,1978,"DM",37
11,4,1978,"DM",39
11,4,1978,"DM",42
11,4,1978,"DO",45
11,4,1978,"DM",39
11,4,1978,"OT",21
11,4,1978,"OT",22
11,4,1978,"DS",130
11,4,1978,"DS",101
11,4,1978,"DO",45
11,4,1978,"DS",129
11,4,1978,"DM",45
11,4,1978,"PF",6
11,4,1978,"DM",45
11,4,1978,"DS",130
11,4,1978,"DM",39
11,4,1978,"DS",108
11,4,1978,"OL",28
11,4,1978,"DM",49
11,4,1978,"DM",39
11,4,1978,"SH",89
11,4,1978,"OT",24
11,5,1978,"DM",43
11,5,1978,"DM",36
11,5,1978,"DM",41
11,5,1978,"DM",40
11,5,1978,"OT",21
11,5,1978,"DM",37
11,5,1978,"DM",36
11,5,1978,"DS",111
11,5,1978,"DM",45
11,5,1978,"DS",132
11,5,1978,"DS",107
11,5,1978,"DS",119
11,5,1978,"DS",121
11,5,1978,"NL",218
11,5,1978,"DS",111
11,5,1978,"OL",37
11,5,1978,"DM",37
11,5,1978,"OL",26
11,5,1978,"DM",38
11,5,1978,"DS",105
11,5,1978,"DM",41
11,5,1978,"DM",38
11,5,1978,"OT",22
11,5,1978,"DS",121
11,5,1978,"DM",38
11,5,1978,"NL",153
11,5,1978,"DM",43
11,5,1978,"PE",22
11,5,1978,"DM",40
11,5,1978,"DM",41
11,5,1978,"DM",37
11,5,1978,"OT",23
11,5,1978,"OT",28
12,2,1978,"OL",28
12,2,1978,"RM",8
12,2,1978,"OL",34
12,2,1978,"OL",29
12,2,1978,"OL",28
12,2,1978,"DM",37
